Fecha,APP ID,Game Name,Device,Total Registered Members,Total Verified Members,Newly Registered Members,Newly Verified Members,Newly Unregistered Members,Descargas,DAU,ARPDAU,Charged UU,Oro_Gastado,ARPU,ARPPU,Complimentary Gold Spent,Ingresos_USD,Oro_Gastado_USD,Juego
2023-10-28,50784,Eros Fantasy,TOTAL,394841,156562,850,243,1,311,4048,16.29,27,65962,0.17,2443.04,0,659.62,659.62,Proyecto Aurora
2023-10-29,50784,Eros Fantasy,TOTAL,395644,156797,803,235,0,264,4186,28.43,33,118993,0.3,3605.85,0,1189.93,1189.93,Proyecto Aurora
2023-10-30,50784,Eros Fantasy,TOTAL,396276,156996,632,199,0,215,4007,28.6,29,114593,0.29,3951.48,0,1145.93,1145.93,Proyecto Aurora
2023-10-31,50784,Eros Fantasy,TOTAL,396851,157176,576,180,1,195,4017,13.0,22,52219,0.13,2373.59,0,522.19,522.19,Proyecto Aurora
2023-11-01,50784,Eros Fantasy,TOTAL,397542,157380,693,204,2,238,2825,33.72,26,95256,0.24,3663.69,0,952.56,952.56,Proyecto Aurora
2023-11-02,50784,Eros Fantasy,TOTAL,398289,157609,748,229,1,250,3242,25.16,29,81569,0.21,2812.72,0,815.69,815.69,Proyecto Aurora
2023-11-03,50784,Eros Fantasy,TOTAL,398588,157730,299,121,0,69,3841,15.04,18,57780,0.15,3210.0,0,577.8,577.8,Proyecto Aurora
2023-11-04,50784,Eros Fantasy,TOTAL,398901,157829,313,99,0,66,3635,3.48,10,12646,0.03,1264.6,0,126.46,126.46,Proyecto Aurora
2023-11-05,50784,Eros Fantasy,TOTAL,399147,157910,246,81,0,62,3613,8.33,10,30091,0.08,3009.1,0,300.91,300.91,Proyecto Aurora
2023-11-06,50784,Eros Fantasy,TOTAL,399390,158006,243,96,0,50,3657,5.37,10,19649,0.05,1964.9,0,196.49,196.49,Proyecto Aurora
2023-11-07,50784,Eros Fantasy,TOTAL,399606,158089,217,83,1,42,3551,5.73,8,20345,0.05,2543.13,0,203.45,203.45,Proyecto Aurora
2023-11-08,50784,Eros Fantasy,TOTAL,399846,158159,241,70,1,53,3478,12.39,13,43087,0.11,3314.38,0,430.87,430.87,Proyecto Aurora
2023-11-09,50784,Eros Fantasy,TOTAL,400098,158249,252,90,0,103,3542,3.49,6,12347,0.03,2057.83,0,123.47,123.47,Proyecto Aurora
2023-11-10,50784,Eros Fantasy,TOTAL,400847,158524,749,275,0,236,4135,124.87,103,516350,1.29,5013.11,0,5163.5,5163.5,Proyecto Aurora
2023-11-11,50784,Eros Fantasy,TOTAL,401869,158869,1023,345,1,332,4347,28.41,37,123498,0.31,3337.78,0,1234.98,1234.98,Proyecto Aurora
2023-11-12,50784,Eros Fantasy,TOTAL,402499,159055,630,186,0,193,4098,18.64,35,76396,0.19,2182.74,0,763.96,763.96,Proyecto Aurora
2023-11-13,50784,Eros Fantasy,TOTAL,402918,159190,419,135,0,84,3878,20.96,32,81297,0.2,2540.53,0,812.97,812.97,Proyecto Aurora
2023-11-14,50784,Eros Fantasy,TOTAL,403443,159334,525,144,0,138,3961,22.18,20,87847,0.22,4392.35,0,878.47,878.47,Proyecto Aurora
2023-11-15,50784,Eros Fantasy,TOTAL,404052,159487,609,153,0,163,4002,16.5,26,66050,0.16,2540.38,0,660.5,660.5,Proyecto Aurora
2023-11-16,50784,Eros Fantasy,TOTAL,404382,159599,330,112,0,79,3732,9.65,20,35997,0.09,1799.85,0,359.97,359.97,Proyecto Aurora
2023-11-17,50784,Eros Fantasy,TOTAL,404691,159696,310,97,1,102,3624,17.2,24,62346,0.15,2597.75,0,623.46,623.46,Proyecto Aurora
2023-11-18,50784,Eros Fantasy,TOTAL,405189,159832,498,136,0,135,3755,21.63,29,81222,0.2,2800.76,0,812.22,812.22,Proyecto Aurora
2023-11-19,50784,Eros Fantasy,TOTAL,405594,159930,405,98,0,105,3746,14.84,22,55591,0.14,2526.86,0,555.91,555.91,Proyecto Aurora
2023-11-20,50784,Eros Fantasy,TOTAL,406084,160078,491,148,1,134,3823,13.14,25,50234,0.12,2009.36,0,502.34,502.34,Proyecto Aurora
2023-11-21,50784,Eros Fantasy,TOTAL,406533,160247,450,169,1,119,3825,99.03,99,378772,0.93,3825.98,0,3787.72,3787.72,Proyecto Aurora
2023-11-22,50784,Eros Fantasy,TOTAL,407386,160518,854,271,1,256,4213,56.81,61,239329,0.59,3923.43,0,2393.29,2393.29,Proyecto Aurora
2023-11-23,50784,Eros Fantasy,TOTAL,407870,160691,484,173,0,120,3977,36.62,49,145640,0.36,2972.24,0,1456.4,1456.4,Proyecto Aurora
2023-11-24,50784,Eros Fantasy,TOTAL,408409,160852,539,161,0,177,4016,36.55,40,146791,0.36,3669.78,0,1467.91,1467.91,Proyecto Aurora
2023-11-25,50784,Eros Fantasy,TOTAL,408962,161045,553,193,0,168,4037,34.7,32,140089,0.34,4377.78,0,1400.89,1400.89,Proyecto Aurora
2023-11-26,50784,Eros Fantasy,TOTAL,409352,161179,390,134,0,119,4022,22.92,37,92189,0.23,2491.59,0,921.89,921.89,Proyecto Aurora
2023-11-27,50784,Eros Fantasy,TOTAL,409640,161283,289,104,1,58,3849,11.46,22,44098,0.11,2004.45,0,440.98,440.98,Proyecto Aurora
2023-11-28,50784,Eros Fantasy,TOTAL,409886,161370,246,87,0,58,3755,9.96,19,37399,0.09,1968.37,0,373.99,373.99,Proyecto Aurora
2023-11-29,50784,Eros Fantasy,TOTAL,410106,161452,221,82,1,53,3723,13.09,20,48741,0.12,2437.05,0,487.41,487.41,Proyecto Aurora
2023-11-30,50784,Eros Fantasy,TOTAL,410337,161527,231,75,0,95,3750,4.09,12,15348,0.04,1279.0,0,153.48,153.48,Proyecto Aurora
2023-12-01,50784,Eros Fantasy,TOTAL,410717,161636,381,109,1,110,3804,58.25,40,221574,0.54,5539.35,0,2215.74,2215.74,Proyecto Aurora
2023-12-02,50784,Eros Fantasy,TOTAL,411302,161822,585,186,0,183,3975,34.24,32,136122,0.33,4253.81,0,1361.22,1361.22,Proyecto Aurora
2023-12-03,50784,Eros Fantasy,TOTAL,411786,161982,485,160,1,130,3902,32.48,83,126724,0.31,1526.8,0,1267.24,1267.24,Proyecto Aurora
2023-12-04,50784,Eros Fantasy,TOTAL,412114,162103,328,121,0,76,3722,16.85,27,62732,0.15,2323.41,0,627.32,627.32,Proyecto Aurora
2023-12-05,50784,Eros Fantasy,TOTAL,412404,162211,290,108,0,73,3651,8.68,15,31692,0.08,2112.8,0,316.92,316.92,Proyecto Aurora
2023-12-06,50784,Eros Fantasy,TOTAL,412637,162304,234,93,1,70,3500,13.59,25,47573,0.12,1902.92,0,475.73,475.73,Proyecto Aurora
2023-12-07,50784,Eros Fantasy,TOTAL,412853,162385,216,81,0,101,3497,14.94,19,52235,0.13,2749.21,0,522.35,522.35,Proyecto Aurora
2023-12-08,50784,Eros Fantasy,TOTAL,413150,162471,297,86,0,89,3476,40.32,36,140151,0.34,3893.08,0,1401.51,1401.51,Proyecto Aurora
2023-12-09,50784,Eros Fantasy,TOTAL,413886,162702,736,231,0,110,3927,13.19,19,51783,0.13,2725.42,0,517.83,517.83,Proyecto Aurora
2023-12-10,50784,Eros Fantasy,TOTAL,414174,162794,289,92,1,81,3598,20.3,30,73029,0.18,2434.3,0,730.29,730.29,Proyecto Aurora
2023-12-11,50784,Eros Fantasy,TOTAL,414417,162885,243,91,0,66,3573,18.19,22,64981,0.16,2953.68,0,649.81,649.81,Proyecto Aurora
2023-12-12,50784,Eros Fantasy,TOTAL,414665,162967,248,82,0,69,3583,11.64,23,41694,0.1,1812.78,0,416.94,416.94,Proyecto Aurora
2023-12-13,50784,Eros Fantasy,TOTAL,415086,163093,422,126,1,127,3732,19.2,21,71636,0.17,3411.24,0,716.36,716.36,Proyecto Aurora
2023-12-14,50784,Eros Fantasy,TOTAL,415338,163187,252,94,0,61,3598,14.6,14,52541,0.13,3752.93,0,525.41,525.41,Proyecto Aurora
2023-12-15,50784,Eros Fantasy,TOTAL,415635,163300,297,113,0,64,3710,28.91,42,107266,0.26,2553.95,0,1072.66,1072.66,Proyecto Aurora
2023-12-16,50784,Eros Fantasy,TOTAL,415956,163426,322,126,1,76,3598,26.93,26,96909,0.23,3727.27,0,969.09,969.09,Proyecto Aurora
2023-12-17,50784,Eros Fantasy,TOTAL,416349,163582,393,156,0,93,3748,27.86,34,104402,0.25,3070.65,0,1044.02,1044.02,Proyecto Aurora
2023-12-18,50784,Eros Fantasy,TOTAL,416688,163687,340,105,1,96,3693,32.04,31,118333,0.28,3817.19,0,1183.33,1183.33,Proyecto Aurora
2023-12-19,50784,Eros Fantasy,TOTAL,417154,163837,467,150,1,135,3837,11.28,20,43279,0.1,2163.95,0,432.79,432.79,Proyecto Aurora
2023-12-20,50784,Eros Fantasy,TOTAL,417405,163928,251,91,0,71,3633,12.3,17,44680,0.11,2628.24,0,446.8,446.8,Proyecto Aurora
2023-12-21,50784,Eros Fantasy,TOTAL,417670,164014,265,86,0,114,3604,9.68,16,34885,0.08,2180.31,0,348.85,348.85,Proyecto Aurora
2023-12-22,50784,Eros Fantasy,TOTAL,417996,164121,326,107,0,88,3630,15.54,18,56423,0.14,3134.61,0,564.23,564.23,Proyecto Aurora
2023-12-23,50784,Eros Fantasy,TOTAL,418334,164227,339,106,1,64,3493,16.76,23,58535,0.14,2545.0,0,585.35,585.35,Proyecto Aurora
2023-12-24,50784,Eros Fantasy,TOTAL,418576,164301,242,74,0,59,3299,8.02,12,26442,0.06,2203.5,0,264.42,264.42,Proyecto Aurora
2023-12-25,50784,Eros Fantasy,TOTAL,418615,164324,223,79,0,44,3212,4.22,8,13547,0.03,1693.38,0,135.47,135.47,Proyecto Aurora
2023-12-26,50784,Eros Fantasy,TOTAL,418684,164337,292,92,0,49,3421,28.85,44,98696,0.24,2243.09,0,986.96,986.96,Proyecto Aurora
2023-12-27,50784,Eros Fantasy,TOTAL,418660,164345,271,100,3,57,3435,21.5,30,73841,0.18,2461.37,0,738.41,738.41,Proyecto Aurora
2023-12-28,50784,Eros Fantasy,TOTAL,418674,164325,283,80,1,91,3461,12.26,18,42446,0.1,2358.11,0,424.46,424.46,Proyecto Aurora
2023-12-29,50784,Eros Fantasy,TOTAL,418664,164337,272,92,0,61,3459,32.35,31,111895,0.27,3609.52,0,1118.95,1118.95,Proyecto Aurora
2023-12-30,50784,Eros Fantasy,TOTAL,418632,164335,240,90,0,64,3399,35.25,35,119807,0.29,3423.06,0,1198.07,1198.07,Proyecto Aurora
2023-12-31,50784,Eros Fantasy,TOTAL,418904,164429,299,103,0,82,3367,23.01,22,77466,0.19,3521.18,0,774.66,774.66,Proyecto Aurora
2024-01-01,50784,Eros Fantasy,TOTAL,419095,164480,216,62,0,57,3390,8.06,12,27340,0.07,2278.33,0,273.4,273.4,Proyecto Aurora
2024-01-02,50784,Eros Fantasy,TOTAL,419376,164567,281,87,0,67,3588,20.84,30,74769,0.18,2492.3,0,747.69,747.69,Proyecto Aurora
2024-01-03,50784,Eros Fantasy,TOTAL,419741,164686,368,119,3,111,3638,21.19,29,77103,0.18,2658.72,0,771.03,771.03,Proyecto Aurora
2024-01-04,50784,Eros Fantasy,TOTAL,420011,164787,270,101,0,101,3680,22.29,22,82025,0.2,3728.41,0,820.25,820.25,Proyecto Aurora
2024-01-05,50784,Eros Fantasy,TOTAL,420527,164961,517,174,1,181,3927,111.22,91,436747,1.04,4799.42,0,4367.47,4367.47,Proyecto Aurora
2024-01-06,50784,Eros Fantasy,TOTAL,421635,165310,1108,349,0,324,4509,40.78,55,183893,0.44,3343.51,0,1838.93,1838.93,Proyecto Aurora
2024-01-07,50784,Eros Fantasy,TOTAL,422124,165485,490,175,1,128,4071,21.52,36,87596,0.21,2433.22,0,875.96,875.96,Proyecto Aurora
2024-01-08,50784,Eros Fantasy,TOTAL,422468,165631,344,146,0,76,3833,15.9,17,60948,0.14,3585.18,0,609.48,609.48,Proyecto Aurora
2024-01-09,50784,Eros Fantasy,TOTAL,422736,165742,269,111,1,59,3697,8.28,18,30593,0.07,1699.61,0,305.93,305.93,Proyecto Aurora
2024-01-10,50784,Eros Fantasy,TOTAL,422965,165825,230,83,1,56,3499,8.27,13,28947,0.07,2226.69,0,289.47,289.47,Proyecto Aurora
2024-01-11,50784,Eros Fantasy,TOTAL,423233,165915,269,90,1,57,3517,15.25,24,53649,0.13,2235.38,0,536.49,536.49,Proyecto Aurora
2024-01-12,50784,Eros Fantasy,TOTAL,423478,166004,245,89,0,65,3450,20.27,28,69915,0.17,2496.96,0,699.15,699.15,Proyecto Aurora
2024-01-13,50784,Eros Fantasy,TOTAL,423789,166110,311,106,0,83,3430,23.7,26,81274,0.19,3125.92,0,812.74,812.74,Proyecto Aurora
2024-01-14,50784,Eros Fantasy,TOTAL,424275,166270,486,160,0,77,3731,15.68,26,58517,0.14,2250.65,0,585.17,585.17,Proyecto Aurora
2024-01-15,50784,Eros Fantasy,TOTAL,425046,166462,771,192,0,142,4043,29.09,30,117593,0.28,3919.77,0,1175.93,1175.93,Proyecto Aurora
2024-01-16,50784,Eros Fantasy,TOTAL,425535,166608,489,146,0,81,3812,21.04,20,80209,0.19,4010.45,0,802.09,802.09,Proyecto Aurora
2024-01-17,50784,Eros Fantasy,TOTAL,425889,166727,354,119,0,59,3555,15.21,17,54087,0.13,3181.59,0,540.87,540.87,Proyecto Aurora
2024-01-18,50784,Eros Fantasy,TOTAL,426150,166810,261,83,0,55,3435,19.08,20,65538,0.15,3276.9,0,655.38,655.38,Proyecto Aurora
2024-01-19,50784,Eros Fantasy,TOTAL,426536,166879,387,69,1,158,3556,19.0,32,67575,0.16,2111.72,0,675.75,675.75,Proyecto Aurora
2024-01-20,50784,Eros Fantasy,TOTAL,427110,167012,574,133,0,166,3683,16.44,20,60561,0.14,3028.05,0,605.61,605.61,Proyecto Aurora
2024-01-21,50784,Eros Fantasy,TOTAL,427678,167147,568,135,0,117,3698,12.81,24,47370,0.11,1973.75,0,473.7,473.7,Proyecto Aurora
2024-01-22,50784,Eros Fantasy,TOTAL,428035,167252,357,105,0,73,3447,6.1,12,21030,0.05,1752.5,0,210.3,210.3,Proyecto Aurora
2024-01-23,50784,Eros Fantasy,TOTAL,428302,167325,267,73,0,61,3288,5.09,8,16740,0.04,2092.5,0,167.4,167.4,Proyecto Aurora
2024-01-24,50784,Eros Fantasy,TOTAL,428530,167393,228,68,0,49,3222,6.22,8,20037,0.05,2504.63,0,200.37,200.37,Proyecto Aurora
2024-01-25,50784,Eros Fantasy,TOTAL,428771,167452,241,59,0,62,3178,8.19,11,26034,0.06,2366.73,0,260.34,260.34,Proyecto Aurora
2024-01-26,50784,Eros Fantasy,TOTAL,429074,167553,303,101,0,57,3282,24.61,20,80768,0.19,4038.4,0,807.68,807.68,Proyecto Aurora
2024-01-27,50784,Eros Fantasy,TOTAL,429344,167651,272,98,2,60,3225,54.18,26,174731,0.41,6720.42,0,1747.31,1747.31,Proyecto Aurora
2024-01-28,50784,Eros Fantasy,TOTAL,430022,167898,679,247,1,171,3680,31.72,31,116744,0.27,3765.94,0,1167.44,1167.44,Proyecto Aurora
2024-01-29,50784,Eros Fantasy,TOTAL,430434,168034,412,136,0,169,3470,16.53,20,57362,0.13,2868.1,0,573.62,573.62,Proyecto Aurora
2024-01-30,50784,Eros Fantasy,TOTAL,430820,168154,386,120,0,133,3439,19.72,19,67806,0.16,3568.74,0,678.06,678.06,Proyecto Aurora
2024-01-31,50784,Eros Fantasy,TOTAL,431092,168239,272,85,0,61,3310,17.4,22,57607,0.13,2618.5,0,576.07,576.07,Proyecto Aurora
2024-02-01,50784,Eros Fantasy,TOTAL,431395,168336,304,97,1,59,3298,16.94,15,55881,0.13,3725.4,0,558.81,558.81,Proyecto Aurora
2024-02-02,50784,Eros Fantasy,TOTAL,431676,168410,281,74,0,77,3340,19.78,29,66058,0.15,2277.86,0,660.58,660.58,Proyecto Aurora
2024-02-03,50784,Eros Fantasy,TOTAL,431941,168489,266,79,1,77,3287,5.91,16,19431,0.05,1214.44,0,194.31,194.31,Proyecto Aurora
2024-02-04,50784,Eros Fantasy,TOTAL,432207,168587,268,98,2,57,3327,7.69,20,25583,0.06,1279.15,0,255.83,255.83,Proyecto Aurora
2024-02-05,50784,Eros Fantasy,TOTAL,432466,168663,259,76,0,59,3337,8.69,16,28988,0.07,1811.75,0,289.88,289.88,Proyecto Aurora
2024-02-06,50784,Eros Fantasy,TOTAL,432717,168760,252,97,1,60,3270,9.61,12,31434,0.07,2619.5,0,314.34,314.34,Proyecto Aurora
2024-02-07,50784,Eros Fantasy,TOTAL,432953,168839,237,79,1,60,3274,8.55,19,27988,0.06,1473.05,0,279.88,279.88,Proyecto Aurora
2024-02-08,50784,Eros Fantasy,TOTAL,433125,168904,172,65,0,47,3206,17.63,17,56532,0.13,3325.41,0,565.32,565.32,Proyecto Aurora
2024-02-09,50784,Eros Fantasy,TOTAL,434090,169322,965,418,0,338,4211,161.75,94,681144,1.57,7246.21,0,6811.44,6811.44,Proyecto Aurora
2024-02-10,50784,Eros Fantasy,TOTAL,435231,169793,1143,471,2,323,4698,77.12,93,362319,0.83,3895.9,0,3623.19,3623.19,Proyecto Aurora
2024-02-11,50784,Eros Fantasy,TOTAL,436132,170162,901,369,0,297,4688,70.4,65,330028,0.76,5077.35,0,3300.28,3300.28,Proyecto Aurora
2024-02-12,50784,Eros Fantasy,TOTAL,437144,170518,1012,356,0,363,4794,48.75,58,233690,0.54,4029.14,0,2336.9,2336.9,Proyecto Aurora
2024-02-13,50784,Eros Fantasy,TOTAL,437775,170772,631,254,0,192,4627,50.98,65,235886,0.54,3629.02,0,2358.86,2358.86,Proyecto Aurora
2024-02-14,50784,Eros Fantasy,TOTAL,438281,170962,506,190,0,145,4416,67.85,55,299645,0.68,5448.09,4498,2996.45,2996.45,Proyecto Aurora
2024-02-15,50784,Eros Fantasy,TOTAL,438783,171157,502,195,0,150,4318,58.36,59,252011,0.57,4271.37,0,2520.11,2520.11,Proyecto Aurora
2024-02-16,50784,Eros Fantasy,TOTAL,439380,171396,597,239,0,177,4408,24.37,32,107414,0.24,3356.69,0,1074.14,1074.14,Proyecto Aurora
2024-02-17,50784,Eros Fantasy,TOTAL,439677,171513,298,117,1,84,4074,15.56,21,63382,0.14,3018.19,0,633.82,633.82,Proyecto Aurora
2024-02-18,50784,Eros Fantasy,TOTAL,439914,171603,238,90,1,71,3991,7.2,18,28742,0.07,1596.78,0,287.42,287.42,Proyecto Aurora
2024-02-19,50784,Eros Fantasy,TOTAL,440146,171691,232,88,0,74,3890,9.95,22,38687,0.09,1758.5,0,386.87,386.87,Proyecto Aurora
2024-02-20,50784,Eros Fantasy,TOTAL,440367,171778,221,87,0,76,3808,13.87,16,52835,0.12,3302.19,0,528.35,528.35,Proyecto Aurora
2024-02-21,50784,Eros Fantasy,TOTAL,440596,171860,230,82,1,62,3833,7.11,12,27243,0.06,2270.25,0,272.43,272.43,Proyecto Aurora
2024-02-22,50784,Eros Fantasy,TOTAL,440776,171937,180,77,0,59,3714,8.32,12,30894,0.07,2574.5,0,308.94,308.94,Proyecto Aurora
2024-02-23,50784,Eros Fantasy,TOTAL,441228,172107,454,170,2,145,3964,49.85,31,197606,0.45,6374.39,0,1976.06,1976.06,Proyecto Aurora
2024-02-24,50784,Eros Fantasy,TOTAL,441650,172275,423,168,1,94,4009,15.34,25,61510,0.14,2460.4,0,615.1,615.1,Proyecto Aurora
2024-02-25,50784,Eros Fantasy,TOTAL,442061,172426,411,151,0,97,4032,18.0,27,72558,0.16,2687.33,0,725.58,725.58,Proyecto Aurora
2024-02-26,50784,Eros Fantasy,TOTAL,442435,172577,374,151,0,92,4028,71.65,97,288606,0.65,2975.32,0,2886.06,2886.06,Proyecto Aurora
2024-02-27,50784,Eros Fantasy,TOTAL,443178,172901,743,324,0,209,4436,24.83,49,110128,0.25,2247.51,0,1101.28,1101.28,Proyecto Aurora
2024-02-28,50784,Eros Fantasy,TOTAL,443412,172992,234,91,0,56,4029,21.64,34,87185,0.2,2564.26,0,871.85,871.85,Proyecto Aurora
2024-02-29,50784,Eros Fantasy,TOTAL,443620,173074,209,82,1,68,3948,23.88,44,94287,0.21,2142.89,0,942.87,942.87,Proyecto Aurora
2024-03-01,50784,Eros Fantasy,TOTAL,443914,173195,295,121,1,102,4015,21.71,33,87168,0.2,2641.45,0,871.68,871.68,Proyecto Aurora
2024-03-02,50784,Eros Fantasy,TOTAL,444247,173291,333,96,0,83,4092,16.68,25,68261,0.15,2730.44,0,682.61,682.61,Proyecto Aurora
2024-03-03,50784,Eros Fantasy,TOTAL,444634,173418,388,127,1,81,4187,9.02,20,37784,0.09,1889.2,0,377.84,377.84,Proyecto Aurora
2024-03-04,50784,Eros Fantasy,TOTAL,444880,173518,246,100,0,61,4044,23.02,21,93082,0.21,4432.48,0,930.82,930.82,Proyecto Aurora
2024-03-05,50784,Eros Fantasy,TOTAL,445162,173617,282,99,0,75,3982,7.63,16,30391,0.07,1899.44,0,303.91,303.91,Proyecto Aurora
2024-03-06,50784,Eros Fantasy,TOTAL,445447,173717,285,100,0,64,3985,13.99,26,55732,0.13,2143.54,0,557.32,557.32,Proyecto Aurora
2024-03-07,50784,Eros Fantasy,TOTAL,445709,173815,262,98,0,50,3927,12.28,23,48243,0.11,2097.52,0,482.43,482.43,Proyecto Aurora
2024-03-08,50784,Eros Fantasy,TOTAL,445963,173930,254,115,0,73,3853,37.63,34,144976,0.33,4264.0,0,1449.76,1449.76,Proyecto Aurora
2024-03-09,50784,Eros Fantasy,TOTAL,446372,174075,409,145,0,106,4070,25.47,36,103665,0.23,2879.58,0,1036.65,1036.65,Proyecto Aurora
2024-03-10,50784,Eros Fantasy,TOTAL,446858,174260,489,185,3,102,4066,33.64,35,136773,0.31,3907.8,0,1367.73,1367.73,Proyecto Aurora
2024-03-11,50784,Eros Fantasy,TOTAL,447289,174417,431,157,0,132,4046,112.76,109,456235,1.02,4185.64,0,4562.35,4562.35,Proyecto Aurora
2024-03-12,50784,Eros Fantasy,TOTAL,447874,174651,585,234,0,213,4239,31.3,48,132678,0.3,2764.13,0,1326.78,1326.78,Proyecto Aurora
2024-03-13,50784,Eros Fantasy,TOTAL,448268,174780,394,129,0,153,3986,13.53,28,53943,0.12,1926.54,0,539.43,539.43,Proyecto Aurora
2024-03-14,50784,Eros Fantasy,TOTAL,448668,174899,400,119,0,96,3977,20.26,29,80588,0.18,2778.9,0,805.88,805.88,Proyecto Aurora
2024-03-15,50784,Eros Fantasy,TOTAL,448991,175005,323,106,0,83,3882,19.95,22,77439,0.17,3519.95,0,774.39,774.39,Proyecto Aurora
2024-03-16,50784,Eros Fantasy,TOTAL,449309,175128,318,123,0,86,3706,20.18,23,74787,0.17,3251.61,0,747.87,747.87,Proyecto Aurora
2024-03-17,50784,Eros Fantasy,TOTAL,449623,175248,314,120,0,77,3714,17.44,21,64790,0.14,3085.24,0,647.9,647.9,Proyecto Aurora
2024-03-18,50784,Eros Fantasy,TOTAL,449901,175347,278,99,0,76,3633,13.02,19,47294,0.11,2489.16,0,472.94,472.94,Proyecto Aurora
2024-03-19,50784,Eros Fantasy,TOTAL,450127,175413,226,66,0,55,3592,7.27,19,26098,0.06,1373.58,0,260.98,260.98,Proyecto Aurora
2024-03-20,50784,Eros Fantasy,TOTAL,450303,175472,176,59,0,51,3487,8.34,16,29099,0.06,1818.69,0,290.99,290.99,Proyecto Aurora
2024-03-21,50784,Eros Fantasy,TOTAL,450489,175544,188,72,2,71,3463,7.87,17,27248,0.06,1602.82,0,272.48,272.48,Proyecto Aurora
2024-03-22,50784,Eros Fantasy,TOTAL,450823,175650,334,106,0,139,3555,43.05,72,153046,0.34,2125.64,0,1530.46,1530.46,Proyecto Aurora
2024-03-23,50784,Eros Fantasy,TOTAL,451243,175791,421,141,1,130,3604,48.64,43,175286,0.39,4076.42,0,1752.86,1752.86,Proyecto Aurora
2024-03-24,50784,Eros Fantasy,TOTAL,451702,175957,459,166,0,111,3785,28.71,54,108685,0.24,2012.69,0,1086.85,1086.85,Proyecto Aurora
2024-03-25,50784,Eros Fantasy,TOTAL,451973,176051,271,94,0,92,3577,9.68,17,34615,0.08,2036.18,0,346.15,346.15,Proyecto Aurora
2024-03-26,50784,Eros Fantasy,TOTAL,452322,176166,350,115,1,75,3655,12.4,22,45311,0.1,2059.59,0,453.11,453.11,Proyecto Aurora
2024-03-27,50784,Eros Fantasy,TOTAL,452693,176283,371,117,0,77,3743,21.91,30,81996,0.18,2733.2,0,819.96,819.96,Proyecto Aurora
2024-03-28,50784,Eros Fantasy,TOTAL,453013,176402,321,119,1,61,3652,18.12,25,66165,0.15,2646.6,1997,661.65,661.65,Proyecto Aurora
2024-03-29,50784,Eros Fantasy,TOTAL,453364,176517,352,115,1,75,3644,12.28,32,44757,0.1,1398.66,0,447.57,447.57,Proyecto Aurora
2024-03-30,50784,Eros Fantasy,TOTAL,453667,176622,304,105,1,69,3528,43.94,61,155024,0.34,2541.38,0,1550.24,1550.24,Proyecto Aurora
2024-03-31,50784,Eros Fantasy,TOTAL,454174,176810,507,188,0,129,3757,23.1,27,86787,0.19,3214.33,0,867.87,867.87,Proyecto Aurora
2024-04-01,50784,Eros Fantasy,TOTAL,454429,176915,256,105,1,76,3622,17.17,27,62180,0.14,2302.96,0,621.8,621.8,Proyecto Aurora
2024-04-02,50784,Eros Fantasy,TOTAL,454684,177008,256,93,1,101,3635,4.18,9,15192,0.03,1688.0,0,151.92,151.92,Proyecto Aurora
2024-04-03,50784,Eros Fantasy,TOTAL,454983,177112,299,104,0,90,3635,8.98,19,32634,0.07,1717.58,0,326.34,326.34,Proyecto Aurora
2024-04-04,50784,Eros Fantasy,TOTAL,455261,177205,278,93,0,67,3598,2.68,10,9639,0.02,963.9,0,96.39,96.39,Proyecto Aurora
2024-04-05,50784,Eros Fantasy,TOTAL,455504,177281,243,76,0,68,3471,42.17,36,146367,0.32,4065.75,0,1463.67,1463.67,Proyecto Aurora
2024-04-06,50784,Eros Fantasy,TOTAL,455848,177413,344,132,0,91,3561,30.33,23,108020,0.24,4696.52,0,1080.2,1080.2,Proyecto Aurora
2024-04-07,50784,Eros Fantasy,TOTAL,456199,177549,351,136,0,106,3656,24.92,26,91119,0.2,3504.58,0,911.19,911.19,Proyecto Aurora
2024-04-08,50784,Eros Fantasy,TOTAL,456444,177645,245,96,0,56,3538,7.87,16,27834,0.06,1739.63,0,278.34,278.34,Proyecto Aurora
2024-04-09,50784,Eros Fantasy,TOTAL,456670,177732,226,87,0,55,3456,13.61,22,47031,0.1,2137.77,0,470.31,470.31,Proyecto Aurora
2024-04-10,50784,Eros Fantasy,TOTAL,456872,177809,202,77,0,60,3451,24.95,15,86086,0.19,5739.07,0,860.86,860.86,Proyecto Aurora
2024-04-11,50784,Eros Fantasy,TOTAL,457095,177901,223,92,0,57,3407,19.09,24,65043,0.14,2710.13,0,650.43,650.43,Proyecto Aurora
2024-04-12,50784,Eros Fantasy,TOTAL,457320,177993,225,92,0,62,3406,12.98,19,44193,0.1,2325.95,0,441.93,441.93,Proyecto Aurora
2024-04-13,50784,Eros Fantasy,TOTAL,457492,178051,172,58,0,51,3201,5.65,13,18095,0.04,1391.92,0,180.95,180.95,Proyecto Aurora
2024-04-14,50784,Eros Fantasy,TOTAL,457730,178135,238,84,0,54,3291,5.94,15,19544,0.04,1302.93,0,195.44,195.44,Proyecto Aurora
2024-04-15,50784,Eros Fantasy,TOTAL,458214,178311,484,176,0,117,3620,111.67,93,404233,0.88,4346.59,0,4042.33,4042.33,Proyecto Aurora
