"Date","APP ID","Game Name","Device","Total Registered Members","Total Verified Members","Newly Registered Members","Newly Verified Members","Newly Unregistered Members","Download","DAU","ARPDAU","Charged UU","Gold Spent","ARPU","ARPPU","Complimentary Gold Spent"
"2025-08-01","50784","Eros Fantasy","TOTAL","556574","222646","144","98","0","302","2051","17.33","16","35546","0.06","2221.63","0"
"2025-08-02","50784","Eros Fantasy","ANDROID_APP","354267","130029","135","88","0","32","1282","18.29","14","23445","0.07","1674.64","0"
"2025-08-02","50784","Eros Fantasy","PC","195521","93046","12","6","0","0","749","12.01","5","8998","0.05","1799.6","0"
"2025-08-02","50784","Eros Fantasy","TOTAL","556720","222739","146","93","0","167","1973","16.44","19","32443","0.06","1707.53","0"
"2025-08-03","50784","Eros Fantasy","ANDROID_APP","354372","130096","106","67","1","39","1272","8.02","11","10199","0.03","927.18","0"
"2025-08-03","50784","Eros Fantasy","PC","195548","93068","27","22","0","0","775","68.51","8","53097","0.27","6637.13","0"
"2025-08-03","50784","Eros Fantasy","TOTAL","556850","222826","131","87","1","150","1985","31.89","19","63296","0.11","3331.37","0"
"2025-08-04","50784","Eros Fantasy","ANDROID_APP","354445","130141","73","45","0","21","1211","19.07","11","23097","0.07","2099.73","0"
"2025-08-04","50784","Eros Fantasy","PC","195569","93084","21","16","0","0","766","6.13","6","4699","0.02","783.17","0"
"2025-08-04","50784","Eros Fantasy","TOTAL","556944","222887","94","61","0","138","1915","14.51","17","27796","0.05","1635.06","0"
"2025-08-05","50784","Eros Fantasy","ANDROID_APP","354536","130195","91","54","0","34","1218","22.37","6","27244","0.08","4540.67","0"
"2025-08-05","50784","Eros Fantasy","PC","195602","93107","33","23","0","0","756","7.27","2","5499","0.03","2749.5","0"
"2025-08-05","50784","Eros Fantasy","TOTAL","557067","222963","123","76","0","140","1915","17.1","8","32743","0.06","4092.88","0"
"2025-08-06","50784","Eros Fantasy","ANDROID_APP","354599","130231","63","36","0","28","1169","9.4","4","10994","0.03","2748.5","0"
"2025-08-06","50784","Eros Fantasy","PC","195625","93125","23","18","0","0","744","16.8","4","12496","0.06","3124","0"
"2025-08-06","50784","Eros Fantasy","TOTAL","557152","223016","85","53","0","131","1848","12.71","8","23490","0.04","2936.25","0"
"2025-08-07","50784","Eros Fantasy","ANDROID_APP","354668","130270","69","39","0","37","1166","28.43","12","33147","0.09","2762.25","0"
"2025-08-07","50784","Eros Fantasy","PC","195646","93138","21","13","0","0","740","15.54","4","11497","0.06","2874.25","0"
"2025-08-07","50784","Eros Fantasy","TOTAL","557242","223068","90","52","0","232","1841","24.25","16","44644","0.08","2790.25","0"
"2025-08-08","50784","Eros Fantasy","ANDROID_APP","354761","130328","93","58","0","53","1177","23.06","22","27147","0.08","1233.95","0"
"2025-08-08","50784","Eros Fantasy","PC","195670","93153","24","15","0","0","758","19.78","7","14996","0.08","2142.29","0"
"2025-08-08","50784","Eros Fantasy","TOTAL","557359","223141","117","73","0","329","1872","22.51","29","42143","0.08","1453.21","0"
"2025-08-09","50784","Eros Fantasy","ANDROID_APP","354867","130402","106","74","0","37","1162","14.84","8","17245","0.05","2155.63","0"
"2025-08-09","50784","Eros Fantasy","PC","195694","93168","24","15","0","0","716","32.54","5","23299","0.12","4659.8","0"
"2025-08-09","50784","Eros Fantasy","TOTAL","557489","223230","130","89","0","186","1835","22.09","13","40544","0.07","3118.77","0"
"2025-08-10","50784","Eros Fantasy","ANDROID_APP","354991","130479","124","77","0","30","1184","20.73","11","24550","0.07","2231.82","0"
"2025-08-10","50784","Eros Fantasy","PC","195719","93188","25","20","0","0","733","2.05","3","1500","0.01","500","0"
"2025-08-10","50784","Eros Fantasy","TOTAL","557638","223327","149","97","0","175","1869","13.94","14","26050","0.05","1860.71","0"
"2025-08-11","50784","Eros Fantasy","ANDROID_APP","355100","130553","109","74","0","27","1188","5.85","6","6948","0.02","1158","0"
"2025-08-11","50784","Eros Fantasy","PC","195738","93203","19","15","0","0","710","20.14","4","14299","0.07","3574.75","0"
"2025-08-11","50784","Eros Fantasy","TOTAL","557766","223416","128","89","0","261","1851","11.48","10","21247","0.04","2124.7","0"
"2025-08-12","50784","Eros Fantasy","ANDROID_APP","355234","130650","134","97","0","48","1242","67.35","36","83648","0.24","2323.56","0"
"2025-08-12","50784","Eros Fantasy","PC","195768","93223","30","20","0","0","756","91.73","16","69347","0.35","4334.19","0"
"2025-08-12","50784","Eros Fantasy","TOTAL","557929","223533","163","117","0","328","1925","79.48","52","152995","0.27","2942.21","0"
"2025-08-13","50784","Eros Fantasy","ANDROID_APP","355411","130749","177","99","0","71","1314","18.87","15","24796","0.07","1653.07","0"
"2025-08-13","50784","Eros Fantasy","PC","195834","93267","66","44","0","0","783","103.96","12","81400","0.42","6783.33","0"
"2025-08-13","50784","Eros Fantasy","TOTAL","558171","223676","242","143","0","318","2017","52.65","27","106196","0.19","3933.19","0"
"2025-08-14","50784","Eros Fantasy","ANDROID_APP","355529","130825","118","76","0","40","1254","8.37","7","10493","0.03","1499","0"
"2025-08-14","50784","Eros Fantasy","PC","195850","93278","16","11","0","0","722","1.87","1","1350","0.01","1350","0"
"2025-08-14","50784","Eros Fantasy","TOTAL","558304","223763","133","87","0","181","1891","6.26","8","11843","0.02","1480.38","0"
"2025-08-15","50784","Eros Fantasy","ANDROID_APP","355631","130894","102","69","0","36","1241","28.97","16","35948","0.1","2246.75","0"
"2025-08-15","50784","Eros Fantasy","PC","195888","93302","38","24","0","0","742","51.75","8","38396","0.2","4799.5","0"
"2025-08-15","50784","Eros Fantasy","TOTAL","558444","223856","140","93","0","169","1884","39.46","24","74344","0.13","3097.67","0"
"2025-08-16","50784","Eros Fantasy","ANDROID_APP","355702","130941","71","47","0","30","1206","22.05","13","26593","0.07","2045.62","0"
"2025-08-16","50784","Eros Fantasy","PC","195920","93324","32","22","0","0","715","57.33","7","40993","0.21","5856.14","0"
"2025-08-16","50784","Eros Fantasy","TOTAL","558546","223924","102","68","0","156","1850","36.53","20","67586","0.12","3379.3","0"
"2025-08-17","50784","Eros Fantasy","ANDROID_APP","355764","130986","62","45","0","34","1210","23.33","9","28231","0.08","3136.78","0"
"2025-08-17","50784","Eros Fantasy","PC","195949","93347","29","23","0","0","747","9.97","4","7447","0.04","1861.75","0"
"2025-08-17","50784","Eros Fantasy","TOTAL","558634","223989","88","65","0","133","1880","18.98","13","35678","0.06","2744.46","0"
"2025-08-18","50784","Eros Fantasy","ANDROID_APP","355844","131038","80","52","0","30","1249","8.08","8","10096","0.03","1262","0"
"2025-08-18","50784","Eros Fantasy","PC","195978","93370","30","23","1","0","777","18.9","7","14688","0.07","2098.29","0"
"2025-08-18","50784","Eros Fantasy","TOTAL","558743","224064","110","75","1","151","1929","12.85","15","24784","0.04","1652.27","0"
"2025-08-19","50784","Eros Fantasy","ANDROID_APP","355906","131082","62","44","0","20","1259","10.79","7","13589","0.04","1941.29","0"
"2025-08-19","50784","Eros Fantasy","PC","195992","93379","14","9","0","0","755","6.62","3","4996","0.03","1665.33","0"
"2025-08-19","50784","Eros Fantasy","TOTAL","558819","224117","76","53","0","115","1930","9.63","10","18585","0.03","1858.5","0"
"2025-08-20","50784","Eros Fantasy","ANDROID_APP","355968","131123","62","41","0","31","1218","8.62","3","10495","0.03","3498.33","0"
"2025-08-20","50784","Eros Fantasy","PC","196013","93389","21","10","0","0","723","4.15","2","3000","0.02","1500","0"
"2025-08-20","50784","Eros Fantasy","TOTAL","558902","224168","83","51","0","121","1857","7.27","5","13495","0.02","2699","0"
"2025-08-21","50784","Eros Fantasy","ANDROID_APP","356041","131170","73","47","0","33","1233","18","12","22199","0.06","1849.92","0"
"2025-08-21","50784","Eros Fantasy","PC","196048","93414","35","25","0","0","744","28.76","5","21398","0.11","4279.6","0"
"2025-08-21","50784","Eros Fantasy","TOTAL","559010","224240","108","72","0","125","1901","22.93","17","43597","0.08","2564.53","0"
"2025-08-22","50784","Eros Fantasy","ANDROID_APP","356213","131285","172","115","0","122","1338","225.91","33","302274","0.85","9159.82","0"
"2025-08-22","50784","Eros Fantasy","PC","196178","93498","130","84","0","0","874","112.57","22","98388","0.5","4472.18","0"
"2025-08-22","50784","Eros Fantasy","TOTAL","559311","224438","301","198","0","610","2121","188.9","55","400662","0.72","7284.76","0"
"2025-08-23","50784","Eros Fantasy","ANDROID_APP","356411","131406","198","121","0","135","1340","44.1","20","59090","0.17","2954.5","0"
"2025-08-23","50784","Eros Fantasy","PC","196292","93571","114","73","0","0","861","102.72","9","88441","0.45","9826.78","0"
"2025-08-23","50784","Eros Fantasy","TOTAL","559619","224629","308","191","0","663","2122","69.52","29","147531","0.26","5087.28","0"
"2025-08-24","50784","Eros Fantasy","ANDROID_APP","356508","131476","97","70","0","43","1252","12.78","8","15997","0.04","1999.63","0"
"2025-08-24","50784","Eros Fantasy","PC","196331","93601","39","30","0","0","784","37.37","5","29298","0.15","5859.6","0"
"2025-08-24","50784","Eros Fantasy","TOTAL","559752","224726","133","97","0","283","1957","23.15","13","45295","0.08","3484.23","0"
"2025-08-25","50784","Eros Fantasy","ANDROID_APP","356607","131552","99","76","0","38","1197","8.9","7","10648","0.03","1521.14","0"
"2025-08-25","50784","Eros Fantasy","PC","196358","93619","27","18","0","0","749","16.35","2","12249","0.06","6124.5","0"
"2025-08-25","50784","Eros Fantasy","TOTAL","559877","224819","125","93","0","171","1872","12.23","9","22897","0.04","2544.11","0"
"2025-08-26","50784","Eros Fantasy","ANDROID_APP","356678","131595","71","43","0","30","1170","77.18","13","90296","0.25","6945.85","0"
"2025-08-26","50784","Eros Fantasy","PC","196396","93648","38","29","0","0","757","21.53","3","16299","0.08","5433","0"
"2025-08-26","50784","Eros Fantasy","TOTAL","559985","224890","108","71","0","160","1860","57.31","16","106595","0.19","6662.19","0"
"2025-08-27","50784","Eros Fantasy","ANDROID_APP","356734","131625","56","30","0","20","1174","15.2","8","17850","0.05","2231.25","0"
"2025-08-27","50784","Eros Fantasy","PC","196414","93661","18","13","0","0","695","29.64","7","20598","0.1","2942.57","0"
"2025-08-27","50784","Eros Fantasy","TOTAL","560059","224933","74","43","0","147","1796","21.41","15","38448","0.07","2563.2","0"
"2025-08-28","50784","Eros Fantasy","ANDROID_APP","356783","131660","49","35","0","26","1153","17","8","19600","0.05","2450","0"
"2025-08-28","50784","Eros Fantasy","PC","196425","93669","11","8","0","0","719","31.92","8","22948","0.12","2868.5","0"
"2025-08-28","50784","Eros Fantasy","TOTAL","560119","224976","60","43","0","263","1789","23.78","16","42548","0.08","2659.25","0"
"2025-08-29","50784","Eros Fantasy","ANDROID_APP","356856","131711","73","51","0","57","1150","48.3","17","55544","0.16","3267.29","0"
"2025-08-29","50784","Eros Fantasy","PC","196459","93687","34","18","0","0","763","49.74","11","37948","0.19","3449.82","0"
"2025-08-29","50784","Eros Fantasy","TOTAL","560225","225045","106","69","0","310","1823","51.28","28","93492","0.17","3339","0"
"2025-08-30","50784","Eros Fantasy","ANDROID_APP","356929","131770","74","59","1","38","1111","21.24","14","23594","0.07","1685.29","0"
"2025-08-30","50784","Eros Fantasy","PC","196491","93705","32","18","0","0","705","44.75","12","31548","0.16","2629","0"
"2025-08-30","50784","Eros Fantasy","TOTAL","560327","225120","103","75","1","188","1762","31.3","26","55142","0.1","2120.85","0"
"2025-08-31","50784","Eros Fantasy","ANDROID_APP","357022","131838","93","68","0","23","1120","23.38","11","26191","0.07","2381","0"
"2025-08-31","50784","Eros Fantasy","PC","196511","93718","20","13","0","0","708","17.65","8","12499","0.06","1562.38","0"
"2025-08-31","50784","Eros Fantasy","TOTAL","560439","225200","112","80","0","154","1780","21.74","19","38690","0.07","2036.32","0"
"2025-09-01","50784","Eros Fantasy","ANDROID_APP","357114","131899","92","61","0","38","1136","25.17","13","28593","0.08","2199.46","0"
"2025-09-01","50784","Eros Fantasy","PC","196536","93736","25","18","0","0","713","18.72","5","13347","0.07","2669.4","0"
"2025-09-01","50784","Eros Fantasy","TOTAL","560556","225279","117","79","0","145","1793","23.39","18","41940","0.07","2330","0"
"2025-09-02","50784","Eros Fantasy","ANDROID_APP","357182","131940","68","41","0","26","1089","12.85","8","13995","0.04","1749.38","0"
"2025-09-02","50784","Eros Fantasy","PC","196559","93750","23","14","0","0","690","10.8","7","7449","0.04","1064.14","0"
"2025-09-02","50784","Eros Fantasy","TOTAL","560645","225332","89","53","0","135","1725","12.43","15","21444","0.04","1429.6","0"
"2025-09-03","50784","Eros Fantasy","ANDROID_APP","357241","131983","59","43","0","23","1076","15.75","11","16944","0.05","1540.36","0"
"2025-09-03","50784","Eros Fantasy","PC","196571","93760","12","10","0","0","693","28.71","6","19894","0.1","3315.67","0"
"2025-09-03","50784","Eros Fantasy","TOTAL","560715","225384","70","52","0","98","1709","21.56","17","36838","0.07","2166.94","0"
"2025-09-04","50784","Eros Fantasy","ANDROID_APP","357306","132027","66","44","1","28","1055","41.09","16","43347","0.12","2709.19","0"
"2025-09-04","50784","Eros Fantasy","PC","196596","93779","25","19","0","0","709","8.6","5","6100","0.03","1220","0"
"2025-09-04","50784","Eros Fantasy","TOTAL","560805","225447","91","63","1","257","1712","28.88","21","49447","0.09","2354.62","0"
"2025-09-05","50784","Eros Fantasy","ANDROID_APP","357380","132076","74","49","0","58","1092","23.72","20","25899","0.07","1294.95","0"
"2025-09-05","50784","Eros Fantasy","PC","196614","93790","18","11","0","0","695","59.13","9","41098","0.21","4566.44","0"
"2025-09-05","50784","Eros Fantasy","TOTAL","560896","225506","91","59","0","337","1716","39.04","29","66997","0.12","2310.24","0"
"2025-09-06","50784","Eros Fantasy","ANDROID_APP","357487","132144","107","68","0","33","1145","41.88","8","47948","0.13","5993.5","0"
"2025-09-06","50784","Eros Fantasy","PC","196652","93815","38","25","0","0","715","25.45","4","18198","0.09","4549.5","0"
"2025-09-06","50784","Eros Fantasy","TOTAL","561040","225598","144","92","0","252","1797","36.81","12","66146","0.12","5512.17","0"
"2025-09-07","50784","Eros Fantasy","ANDROID_APP","357568","132204","81","60","0","24","1120","6.7","4","7500","0.02","1875","0"
"2025-09-07","50784","Eros Fantasy","PC","196670","93830","18","15","0","0","689","1.45","2","1000","0.01","500","0"
"2025-09-07","50784","Eros Fantasy","TOTAL","561139","225673","99","75","0","153","1745","4.87","6","8500","0.02","1416.67","0"
"2025-09-08","50784","Eros Fantasy","ANDROID_APP","357630","132247","62","43","0","16","1114","2.96","3","3298","0.01","1099.33","0"
"2025-09-08","50784","Eros Fantasy","PC","196678","93836","8","6","0","0","693","1.95","1","1350","0.01","1350","0"
"2025-09-08","50784","Eros Fantasy","TOTAL","561209","225722","70","49","0","121","1728","2.69","4","4648","0.01","1162","0"
"2025-09-09","50784","Eros Fantasy","ANDROID_APP","357697","132297","67","50","0","21","1087","2.21","3","2400","0.01","800","0"
"2025-09-09","50784","Eros Fantasy","PC","196683","93839","5","3","0","0","669","11.51","2","7698","0.04","3849","0"
"2025-09-09","50784","Eros Fantasy","TOTAL","561280","225775","71","53","0","127","1682","6","5","10098","0.02","2019.6","0"
"2025-09-10","50784","Eros Fantasy","ANDROID_APP","357745","132329","48","32","0","19","1060","7.64","2","8096","0.02","4048","0"
"2025-09-10","50784","Eros Fantasy","PC","196687","93841","4","2","0","0","664","5.65","3","3750","0.02","1250","0"
"2025-09-10","50784","Eros Fantasy","TOTAL","561332","225809","52","34","0","93","1650","7.18","5","11846","0.02","2369.2","0"
"2025-09-11","50784","Eros Fantasy","ANDROID_APP","357810","132376","65","47","0","44","1097","3.6","3","3949","0.01","1316.33","0"
"2025-09-11","50784","Eros Fantasy","PC","196698","93849","11","8","0","0","679","15.61","2","10599","0.05","5299.5","0"
"2025-09-11","50784","Eros Fantasy","TOTAL","561408","225864","76","55","0","308","1697","8.57","4","14548","0.03","3637","0"
"2025-09-12","50784","Eros Fantasy","ANDROID_APP","357902","132440","92","64","0","24","1127","24.8","9","27949","0.08","3105.44","0"
"2025-09-12","50784","Eros Fantasy","PC","196716","93858","18","9","0","0","699","27.75","6","19399","0.1","3233.17","0"
"2025-09-12","50784","Eros Fantasy","TOTAL","561518","225937","110","73","0","202","1746","27.12","15","47348","0.08","3156.53","0"
"2025-09-13","50784","Eros Fantasy","ANDROID_APP","357988","132494","86","54","0","27","1084","5.17","4","5600","0.02","1400","0"
"2025-09-13","50784","Eros Fantasy","PC","196735","93870","19","12","0","0","699","5.43","4","3799","0.02","949.75","0"
"2025-09-13","50784","Eros Fantasy","TOTAL","561622","226002","104","65","0","155","1708","5.5","8","9399","0.02","1174.88","0"
"2025-09-14","50784","Eros Fantasy","ANDROID_APP","358066","132540","78","46","0","35","1101","1.59","3","1750","0","583.33","0"
"2025-09-14","50784","Eros Fantasy","PC","196753","93880","18","10","0","0","711","19.26","3","13695","0.07","4565","0"
"2025-09-14","50784","Eros Fantasy","TOTAL","561718","226058","96","56","0","136","1746","8.85","6","15445","0.03","2574.17","0"
"2025-09-15","50784","Eros Fantasy","ANDROID_APP","358132","132586","66","46","0","18","1106","15.1","6","16696","0.05","2782.67","0"
"2025-09-15","50784","Eros Fantasy","PC","196768","93891","15","11","0","0","681","11.31","2","7700","0.04","3850","0"
"2025-09-15","50784","Eros Fantasy","TOTAL","561797","226113","79","55","0","115","1702","14.33","7","24396","0.04","3485.14","0"
"2025-09-16","50784","Eros Fantasy","ANDROID_APP","358194","132631","62","45","0","27","1110","12.65","7","14040","0.04","2005.71","0"
"2025-09-16","50784","Eros Fantasy","PC","196788","93907","20","16","0","0","679","43.96","6","29849","0.15","4974.83","0"
"2025-09-16","50784","Eros Fantasy","TOTAL","561879","226174","82","61","0","116","1717","25.56","13","43889","0.08","3376.08","0"
"2025-09-17","50784","Eros Fantasy","ANDROID_APP","358240","132664","46","33","0","19","1056","7.38","7","7798","0.02","1114","0"
"2025-09-17","50784","Eros Fantasy","PC","196805","93918","17","11","0","0","656","20.58","2","13500","0.07","6750","0"
"2025-09-17","50784","Eros Fantasy","TOTAL","561942","226218","63","44","0","106","1642","12.97","9","21298","0.04","2366.44","0"
"2025-09-18","50784","Eros Fantasy","ANDROID_APP","358354","132747","114","83","0","67","1071","46.87","8","50199","0.14","6274.88","0"
"2025-09-18","50784","Eros Fantasy","PC","196852","93951","47","33","0","0","716","41.83","7","29949","0.15","4278.43","0"
"2025-09-18","50784","Eros Fantasy","TOTAL","562102","226333","160","115","0","326","1732","46.27","15","80148","0.14","5343.2","0"
"2025-09-19","50784","Eros Fantasy","ANDROID_APP","358426","132803","72","56","0","44","1046","50.86","21","53200","0.15","2533.33","0"
"2025-09-19","50784","Eros Fantasy","PC","196874","93966","22","15","0","0","691","45.66","12","31550","0.16","2629.17","0"
"2025-09-19","50784","Eros Fantasy","TOTAL","562195","226403","93","70","0","348","1676","50.57","33","84750","0.15","2568.18","0"
"2025-09-20","50784","Eros Fantasy","ANDROID_APP","358542","132887","116","84","0","43","1091","20.16","14","22000","0.06","1571.43","0"
"2025-09-20","50784","Eros Fantasy","PC","196910","93988","37","22","1","0","690","14.57","9","10050","0.05","1116.67","0"
"2025-09-20","50784","Eros Fantasy","TOTAL","562346","226508","152","105","1","258","1731","18.52","23","32050","0.06","1393.48","0"
"2025-09-21","50784","Eros Fantasy","ANDROID_APP","358664","132971","122","84","0","46","1108","7.94","9","8800","0.02","977.78","0"
"2025-09-21","50784","Eros Fantasy","PC","196940","94009","30","21","0","0","688","37.5","11","25800","0.13","2345.45","0"
"2025-09-21","50784","Eros Fantasy","TOTAL","562497","226612","151","104","0","177","1741","19.87","20","34600","0.06","1730","0"
"2025-09-22","50784","Eros Fantasy","ANDROID_APP","358738","133022","74","51","0","20","1070","4.21","5","4500","0.01","900","0"
"2025-09-22","50784","Eros Fantasy","PC","196960","94021","20","12","0","0","690","8.48","5","5849","0.03","1169.8","0"
"2025-09-22","50784","Eros Fantasy","TOTAL","562591","226675","94","63","0","133","1710","6.05","10","10349","0.02","1034.9","0"
"2025-09-23","50784","Eros Fantasy","ANDROID_APP","358806","133073","68","51","0","24","1050","11.29","10","11850","0.03","1185","0"
"2025-09-23","50784","Eros Fantasy","PC","196976","94034","16","13","0","0","678","19.1","4","12950","0.07","3237.5","0"
"2025-09-23","50784","Eros Fantasy","TOTAL","562675","226739","84","64","0","117","1683","14.74","14","24800","0.04","1771.43","0"
"2025-09-24","50784","Eros Fantasy","ANDROID_APP","358863","133118","57","45","0","17","1007","5.86","6","5900","0.02","983.33","0"
"2025-09-24","50784","Eros Fantasy","PC","196992","94046","16","12","0","0","669","2.84","2","1900","0.01","950","0"
"2025-09-24","50784","Eros Fantasy","TOTAL","562746","226795","71","56","0","113","1625","4.8","8","7800","0.01","975","0"
"2025-09-25","50784","Eros Fantasy","ANDROID_APP","358916","133155","53","37","0","23","1025","20.78","14","21300","0.06","1521.43","0"
"2025-09-25","50784","Eros Fantasy","PC","197003","94056","11","10","0","0","663","27.9","6","18500","0.09","3083.33","0"
"2025-09-25","50784","Eros Fantasy","TOTAL","562809","226841","63","46","0","107","1639","24.28","20","39800","0.07","1990","0"
"2025-09-26","50784","Eros Fantasy","ANDROID_APP","358998","133219","82","64","0","48","1045","123.87","22","129439","0.36","5883.59","0"
"2025-09-26","50784","Eros Fantasy","PC","197071","94096","68","40","0","0","739","96.27","19","71141","0.36","3744.26","0"
"2025-09-26","50784","Eros Fantasy","TOTAL","562959","226945","150","104","0","343","1722","116.48","41","200580","0.36","4892.2","0"
"2025-09-27","50784","Eros Fantasy","ANDROID_APP","359159","133324","161","105","0","62","1154","12.04","11","13899","0.04","1263.55","0"
"2025-09-27","50784","Eros Fantasy","PC","197118","94123","47","27","0","0","705","46.73","10","32946","0.17","3294.6","0"
"2025-09-27","50784","Eros Fantasy","TOTAL","563167","227077","208","132","0","310","1787","26.21","21","46845","0.08","2230.71","0"
"2025-09-28","50784","Eros Fantasy","ANDROID_APP","359259","133396","100","72","0","23","1091","17.45","10","19041","0.05","1904.1","0"
"2025-09-28","50784","Eros Fantasy","PC","197135","94134","17","11","0","0","659","29.28","5","19298","0.1","3859.6","0"
"2025-09-28","50784","Eros Fantasy","TOTAL","563284","227160","117","83","0","132","1691","22.67","15","38339","0.07","2555.93","0"
"2025-09-29","50784","Eros Fantasy","ANDROID_APP","359367","133470","108","74","0","32","1138","10.72","9","12195","0.03","1355","0"
"2025-09-29","50784","Eros Fantasy","PC","197160","94152","25","18","0","0","671","0.75","1","500","0","500","0"
"2025-09-29","50784","Eros Fantasy","TOTAL","563415","227250","131","90","0","132","1740","7.3","10","12695","0.02","1269.5","0"
"2025-09-30","50784","Eros Fantasy","ANDROID_APP","359450","133527","83","57","0","25","1062","10.45","12","11095","0.03","924.58","0"
"2025-09-30","50784","Eros Fantasy","PC","197185","94170","25","18","0","0","644","29.66","6","19099","0.1","3183.17","0"
"2025-09-30","50784","Eros Fantasy","TOTAL","563522","227325","107","75","0","127","1646","18.34","18","30194","0.05","1677.44","0"
"2025-10-01","50784","Eros Fantasy","ANDROID_APP","359497","133559","47","32","0","21","1014","12.02","5","12190","0.03","2438","0"
"2025-10-01","50784","Eros Fantasy","PC","197196","94179","11","9","0","0","628","19.42","5","12198","0.06","2439.6","0"
"2025-10-01","50784","Eros Fantasy","TOTAL","563580","227366","58","41","0","103","1578","15.46","10","24388","0.04","2438.8","0"
"2025-10-02","50784","Eros Fantasy","ANDROID_APP","359555","133600","58","41","0","25","1044","9.34","4","9750","0.03","2437.5","0"
"2025-10-02","50784","Eros Fantasy","PC","197209","94191","13","12","0","0","630","2.38","1","1500","0.01","1500","0"
"2025-10-02","50784","Eros Fantasy","TOTAL","563651","227419","71","53","0","203","1616","6.96","5","11250","0.02","2250","0"
"2025-10-03","50784","Eros Fantasy","ANDROID_APP","359620","133649","66","49","1","55","1037","28.01","24","29045","0.08","1210.21","0"
"2025-10-03","50784","Eros Fantasy","PC","197232","94207","23","16","0","0","655","33.88","8","22193","0.11","2774.13","0"
"2025-10-03","50784","Eros Fantasy","TOTAL","563738","227483","88","64","1","311","1621","31.61","32","51238","0.09","1601.19","0"
"2025-10-04","50784","Eros Fantasy","ANDROID_APP","359701","133698","82","49","1","53","1008","21.92","18","22098","0.06","1227.67","0"
"2025-10-04","50784","Eros Fantasy","PC","197255","94220","23","13","0","0","662","20.99","13","13898","0.07","1069.08","0"
"2025-10-04","50784","Eros Fantasy","TOTAL","563842","227545","105","62","1","179","1614","22.3","31","35996","0.06","1161.16","0"
"2025-10-05","50784","Eros Fantasy","ANDROID_APP","359760","133738","59","40","0","37","1005","13.88","10","13947","0.04","1394.7","0"
"2025-10-05","50784","Eros Fantasy","PC","197278","94234","23","14","0","0","676","9.17","5","6199","0.03","1239.8","0"
"2025-10-05","50784","Eros Fantasy","TOTAL","563924","227599","82","54","0","151","1632","12.34","15","20146","0.04","1343.07","0"
"2025-10-06","50784","Eros Fantasy","ANDROID_APP","359801","133763","41","25","0","34","992","9.58","9","9500","0.03","1055.56","0"
"2025-10-06","50784","Eros Fantasy","PC","197296","94247","18","13","0","0","665","11.5","7","7646","0.04","1092.29","0"
"2025-10-06","50784","Eros Fantasy","TOTAL","563983","227637","59","38","0","305","1607","10.67","16","17146","0.03","1071.63","0"
"2025-10-07","50784","Eros Fantasy","ANDROID_APP","359841","133794","40","31","0","17","984","9.45","8","9298","0.03","1162.25","0"
"2025-10-07","50784","Eros Fantasy","PC","197310","94257","14","10","0","0","642","16.35","4","10498","0.05","2624.5","0"
"2025-10-07","50784","Eros Fantasy","TOTAL","564037","227678","54","41","0","143","1576","12.56","12","19796","0.04","1649.67","0"
"2025-10-08","50784","Eros Fantasy","ANDROID_APP","359904","133843","63","49","0","29","1002","12.57","9","12596","0.04","1399.56","0"
"2025-10-08","50784","Eros Fantasy","PC","197328","94271","18","14","0","0","628","14.8","6","9296","0.05","1549.33","0"
"2025-10-08","50784","Eros Fantasy","TOTAL","564118","227741","81","63","0","132","1587","13.79","15","21892","0.04","1459.47","0"
"2025-10-09","50784","Eros Fantasy","ANDROID_APP","359940","133872","38","29","2","23","954","13.89","9","13249","0.04","1472.11","0"
"2025-10-09","50784","Eros Fantasy","PC","197339","94279","11","8","0","0","625","5.12","3","3200","0.02","1066.67","0"
"2025-10-09","50784","Eros Fantasy","TOTAL","564165","227778","49","37","2","205","1539","10.69","12","16449","0.03","1370.75","0"
"2025-10-10","50784","Eros Fantasy","ANDROID_APP","359981","133901","41","29","0","27","989","42.62","22","42149","0.12","1915.86","0"
"2025-10-10","50784","Eros Fantasy","PC","197362","94295","23","16","0","0","641","80.34","11","51495","0.26","4681.36","0"
"2025-10-10","50784","Eros Fantasy","TOTAL","564228","227822","63","44","0","208","1564","59.87","33","93644","0.17","2837.7","0"
"2025-10-11","50784","Eros Fantasy","ANDROID_APP","360043","133946","62","45","0","35","976","29.7","10","28992","0.08","2899.2","0"
"2025-10-11","50784","Eros Fantasy","PC","197388","94310","26","15","0","0","674","53.33","6","35946","0.18","5991","0"
"2025-10-11","50784","Eros Fantasy","TOTAL","564316","227882","88","60","0","181","1586","40.94","16","64938","0.12","4058.63","0"
"2025-10-12","50784","Eros Fantasy","ANDROID_APP","360093","133980","50","34","0","28","998","18.84","9","18800","0.05","2088.89","0"
"2025-10-12","50784","Eros Fantasy","PC","197415","94330","27","20","0","0","670","15.07","5","10098","0.05","2019.6","0"
"2025-10-12","50784","Eros Fantasy","TOTAL","564393","227936","77","54","0","138","1612","17.93","14","28898","0.05","2064.14","0"
"2025-10-13","50784","Eros Fantasy","ANDROID_APP","360140","134010","47","30","0","20","1009","21.29","8","21483","0.06","2685.38","0"
"2025-10-13","50784","Eros Fantasy","PC","197427","94339","12","9","0","0","645","27.28","6","17598","0.09","2933","0"
